Customer_No,Prediction,Probability_Prediction
105769,0,0.32
105770,0,0.07
105771,0,0.17
105772,0,0.15
105773,0,0.15
105774,0,0.14
105775,0,0.08
105776,0,0.17
105777,0,0.02
105778,0,0.1
105779,0,0.28
105780,0,0.17
105781,0,0.12
105782,0,0.09
105783,0,0.07
105784,0,0.18
105785,0,0.08
105786,0,0.12
105787,0,0.1
105788,0,0.11
105789,0,0.09
105790,0,0.17
105791,0,0.26
105792,0,0.3
105793,0,0.11
105794,0,0.19
105795,0,0.07
105796,0,0.12
105797,0,0.1
105798,0,0.11
105799,0,0.11
105800,0,0.22
105801,0,0.09
105802,0,0.26
105803,0,0.15
105804,0,0.15
105805,0,0.08
105806,0,0.25
105807,0,0.06
105808,0,0.17
105809,0,0.12
105810,0,0.21
105811,0,0.1
105812,0,0.07
105813,0,0.07
105814,0,0.09
105815,0,0.28
105816,0,0.09
105817,0,0.29
105818,0,0.08
105819,0,0.14
105820,0,0.34
105821,0,0.15
105822,0,0.08
105823,0,0.06
105824,0,0.1
105825,0,0.04
105826,0,0.25
105827,0,0.18
105828,0,0.12
105829,0,0.11
105830,0,0.13
105831,0,0.02
105832,0,0.22
105833,0,0.08
105834,0,0.1
105835,0,0.1
105836,0,0.08
105837,0,0.17
105838,0,0.15
105839,0,0.06
105840,0,0.16
105841,0,0.12
105842,0,0.12
105843,0,0.14
105844,0,0.1
105845,0,0.11
105846,0,0.13
105847,0,0.31
105848,0,0.2
105849,0,0.08
105850,0,0.2
105851,0,0.01
105852,0,0.1
105853,0,0.08
105854,0,0.12
105855,0,0.03
105856,0,0.13
105857,0,0.3
105858,0,0.09
105859,0,0.16
105860,0,0.17
105861,0,0.1
105862,0,0.19
105863,0,0.06
105864,0,0.09
105865,0,0.09
105866,0,0.1
105867,0,0.16
105868,0,0.1
105869,0,0.23
105870,0,0.32
105871,0,0.09
105872,0,0.12
105873,0,0.17
105874,0,0.25
105875,0,0.09
105876,0,0.04
105877,0,0.02
105878,0,0.1
105879,0,0.28
105880,0,0.09
105881,0,0.11
105882,0,0.13
105883,0,0.27
105884,0,0.26
105885,0,0.08
105886,0,0.15
105887,0,0.07
105888,0,0.07
105889,0,0.08
105890,0,0.1
105891,0,0.14
105892,0,0.09
105893,0,0.06
105894,0,0.31
105895,0,0.08
105896,0,0.04
105897,0,0.08
105898,0,0.07
105899,0,0.1
105900,0,0.08
105901,0,0.06
105902,0,0.08
105903,0,0.08
105904,0,0.23
105905,0,0.13
105906,0,0.14
105907,0,0.1
105908,0,0.06
105909,0,0.05
105910,0,0.09
105911,0,0.09
105912,0,0.04
105913,0,0.1
105914,0,0.08
105915,0,0.05
105916,0,0.07
105917,0,0.2
105918,0,0.09
105919,0,0.08
105920,0,0.1
105921,0,0.11
105922,0,0.11
105923,0,0.15
105924,0,0.03
105925,0,0.1
105926,0,0.05
105927,0,0.25
105928,0,0.08
105929,0,0.08
105930,0,0.21
105931,0,0.03
105932,0,0.1
105933,0,0.09
105934,0,0.11
105935,0,0.06
105936,0,0.15
105937,0,0.1
105938,0,0.08
105939,0,0.1
105940,0,0.1
105941,0,0.1
105942,0,0.08
105943,0,0.1
105944,0,0.06
105945,0,0.09
105946,0,0.26
105947,0,0.15
105948,0,0.17
105949,0,0.07
105950,0,0.04
105951,0,0.16
105952,0,0.05
105953,0,0.28
105954,0,0.28
105955,0,0.11
105956,0,0.19
105957,0,0.11
105958,0,0.03
105959,0,0.07
105960,0,0.05
105961,0,0.09
105962,0,0.16
105963,0,0.47
105964,0,0.34
105965,0,0.09
105966,0,0.08
105967,0,0.07
105968,0,0.1
105969,0,0.05
105970,0,0.09
105971,0,0.13
105972,0,0.27
105973,0,0.07
105974,0,0.34
105975,0,0.36
105976,0,0.27
105977,0,0.13
105978,0,0.1
105979,0,0.32
105980,0,0.09
105981,0,0.1
105982,0,0.41
105983,0,0.11
105984,0,0.12
105985,0,0.15
105986,0,0.15
105987,0,0.07
105988,0,0.3
105989,0,0.07
105990,0,0.1
105991,0,0.1
105992,0,0.08
105993,0,0.11
105994,0,0.02
105995,0,0.04
105996,0,0.31
105997,0,0.08
105998,0,0.12
105999,0,0.07
106000,0,0.16
106001,0,0.12
106002,0,0.05
106003,0,0.07
106004,0,0.07
106005,0,0.12
106006,0,0.29
106007,0,0.07
106008,0,0.07
106009,0,0.08
106010,0,0.17
106011,0,0.08
106012,0,0.04
106013,0,0.07
106014,0,0.1
106015,0,0.05
106016,0,0.06
106017,0,0.1
106018,0,0.03
106019,0,0.1
106020,0,0.16
106021,0,0.1
106022,0,0.1
106023,0,0.07
106024,0,0.1
106025,0,0.33
106026,0,0.1
106027,0,0.1
106028,0,0.19
106029,0,0.09
106030,0,0.07
106031,0,0.12
106032,0,0.08
106033,0,0.1
106034,0,0.22
106035,0,0.08
106036,0,0.18
106037,0,0.22
106038,0,0.21
106039,0,0.12
106040,0,0.19
106041,0,0.09
106042,0,0.09
106043,0,0.02
106044,0,0.12
106045,0,0.06
106046,0,0.13
106047,0,0.2
106048,0,0.09
106049,0,0.07
106050,0,0.15
106051,0,0.11
106052,0,0.25
106053,0,0.13
106054,0,0.16
106055,0,0.05
106056,0,0.12
106057,0,0.13
106058,0,0.14
106059,0,0.32
106060,0,0.07
106061,0,0.12
106062,0,0.07
106063,0,0.1
106064,0,0.12
106065,0,0.11
106066,0,0.12
106067,0,0.07
106068,0,0.07
106069,0,0.09
106070,0,0.1
106071,0,0.07
106072,0,0.18
106073,0,0.1
106074,0,0.2
106075,0,0.04
106076,0,0.07
106077,0,0.12
106078,0,0.09
106079,0,0.08
106080,0,0.04
106081,0,0.1
106082,0,0.23
106083,0,0.19
106084,0,0.2
106085,0,0.09
106086,0,0.08
106087,0,0.22
106088,0,0.07
106089,0,0.2
106090,0,0.08
106091,0,0.16
106092,0,0.06
106093,0,0.09
106094,0,0.08
106095,0,0.07
106096,0,0.17
106097,0,0.1
106098,0,0.07
106099,0,0.09
106100,0,0.09
106101,0,0.18
106102,0,0.2
106103,0,0.07
106104,0,0.07
106105,0,0.11
106106,0,0.08
106107,0,0.17
106108,0,0.05
106109,0,0.02
106110,0,0.23
106111,0,0.08
106112,0,0.13
106113,0,0.03
106114,0,0.11
106115,0,0.06
106116,0,0.13
106117,0,0.2
106118,0,0.08
106119,0,0.17
106120,0,0.08
106121,0,0.09
106122,0,0.08
106123,0,0.13
106124,0,0.2
106125,0,0.08
106126,0,0.07
106127,0,0.24
106128,0,0.18
106129,0,0.15
106130,0,0.14
106131,0,0.07
106132,0,0.08
106133,0,0.24
106134,0,0.15
106135,0,0.12
106136,0,0.25
106137,0,0.09
106138,0,0.08
106139,0,0.12
106140,0,0.15
106141,0,0.11
106142,0,0.12
106143,0,0.09
106144,0,0.08
106145,0,0.24
106146,0,0.12
106147,0,0.14
106148,0,0.1
106149,0,0.4
106150,0,0.38
106151,0,0.2
106152,0,0.13
106153,0,0.07
106154,0,0.08
106155,0,0.08
106156,0,0.07
106157,0,0.09
106158,0,0.09
106159,0,0.1
106160,0,0.05
106161,0,0.11
106162,0,0.2
106163,0,0.24
106164,0,0.14
106165,0,0.1
106166,0,0.33
106167,0,0.08
106168,0,0.09
106169,0,0.15
106170,0,0.23
106171,0,0.1
106172,0,0.1
106173,0,0.15
106174,0,0.09
106175,0,0.19
106176,0,0.1
106177,0,0.13
106178,0,0.17
106179,0,0.11
106180,0,0.13
106181,0,0.15
106182,0,0.2
106183,0,0.09
106184,0,0.09
106185,0,0.1
106186,0,0.24
106187,0,0.07
106188,0,0.07
106189,0,0.07
106190,0,0.15
106191,0,0.18
106192,0,0.17
106193,0,0.33
106194,0,0.09
106195,0,0.26
106196,0,0.14
106197,0,0.19
106198,0,0.08
106199,0,0.07
106200,0,0.15
106201,0,0.09
106202,0,0.13
106203,0,0.09
106204,0,0.04
106205,0,0.14
106206,0,0.21
106207,0,0.04
106208,0,0.32
106209,0,0.06
106210,0,0.09
106211,0,0.16
106212,0,0.08
106213,0,0.21
106214,0,0.12
106215,0,0.09
106216,0,0.16
106217,0,0.19
106218,0,0.05
106219,0,0.09
106220,0,0.13
106221,0,0.25
106222,0,0.23
106223,0,0.08
106224,0,0.02
106225,0,0.11
106226,0,0.11
106227,0,0.12
106228,0,0.14
106229,0,0.26
106230,0,0.07
106231,0,0.1
106232,0,0.07
106233,0,0.14
106234,0,0.39
106235,0,0.34
106236,0,0.06
106237,0,0.09
106238,0,0.15
106239,0,0.09
106240,0,0.21
106241,0,0.11
106242,0,0.22
106243,0,0.23
106244,0,0.18
106245,0,0.24
106246,0,0.27
106247,0,0.08
106248,0,0.09
106249,0,0.14
106250,0,0.26
106251,0,0.15
106252,0,0.22
106253,0,0.07
106254,0,0.14
106255,0,0.06
106256,0,0.11
106257,0,0.08
106258,0,0.03
106259,0,0.13
106260,0,0.09
106261,0,0.1
106262,0,0.48
106263,0,0.28
106264,0,0.09
106265,0,0.08
106266,0,0.06
106267,0,0.18
106268,0,0.13
106269,0,0.12
106270,0,0.13
106271,0,0.38
106272,0,0.23
106273,0,0.2
106274,0,0.35
106275,0,0.29
106276,0,0.09
106277,0,0.1
106278,0,0.23
106279,0,0.04
106280,0,0.12
106281,0,0.03
106282,0,0.09
106283,0,0.19
106284,0,0.14
106285,0,0.07
106286,0,0.04
106287,0,0.09
106288,0,0.14
106289,0,0.03
106290,0,0.03
106291,0,0.14
106292,0,0.27
106293,0,0.1
106294,0,0.35
106295,0,0.25
106296,0,0.06
106297,0,0.2
106298,0,0.07
106299,0,0.12
106300,0,0.12
106301,0,0.13
106302,0,0.12
106303,0,0.1
106304,0,0.18
106305,0,0.13
106306,0,0.33
106307,0,0.06
106308,0,0.22
106309,0,0.1
106310,0,0.15
106311,0,0.09
106312,0,0.18
106313,0,0.3
106314,0,0.13
106315,0,0.15
106316,0,0.14
106317,0,0.07
106318,0,0.12
106319,0,0.16
106320,0,0.12
106321,0,0.12
106322,0,0.15
106323,0,0.1
106324,0,0.16
106325,0,0.08
106326,0,0.07
106327,0,0.16
106328,0,0.11
106329,0,0.07
106330,0,0.11
106331,0,0.26
106332,0,0.29
106333,0,0.22
106334,0,0.07
106335,0,0.06
106336,0,0.21
106337,0,0.15
106338,0,0.16
106339,0,0.15
106340,0,0.22
106341,0,0.39
106342,0,0.28
106343,0,0.1
106344,0,0.07
106345,0,0.1
106346,0,0.1
106347,0,0.08
106348,0,0.11
106349,0,0.09
106350,0,0.07
106351,0,0.09
106352,0,0.09
106353,0,0.07
106354,0,0.09
106355,0,0.22
106356,0,0.11
106357,0,0.11
106358,0,0.08
106359,0,0.1
106360,0,0.1
106361,0,0.12
106362,0,0.1
106363,0,0.06
106364,0,0.1
106365,0,0.3
106366,0,0.07
106367,0,0.08
106368,0,0.1
106369,0,0.23
106370,0,0.1
106371,0,0.48
106372,0,0.46
106373,0,0.09
106374,0,0.04
106375,0,0.03
106376,0,0.09
106377,0,0.16
106378,0,0.08
106379,0,0.13
106380,0,0.21
106381,0,0.14
106382,0,0.29
106383,0,0.09
106384,0,0.12
106385,0,0.07
106386,0,0.09
106387,0,0.12
106388,0,0.2
106389,0,0.09
106390,0,0.05
106391,0,0.15
106392,0,0.09
106393,0,0.07
106394,0,0.02
106395,0,0.19
106396,0,0.09
106397,0,0.14
106398,0,0.11
106399,0,0.1
106400,0,0.09
106401,0,0.3
106402,0,0.1
106403,0,0.08
106404,0,0.06
106405,0,0.12
106406,0,0.08
106407,0,0.21
106408,0,0.24
106409,0,0.1
106410,0,0.08
106411,0,0.22
106412,0,0.06
106413,0,0.08
106414,0,0.08
106415,0,0.12
106416,0,0.28
106417,0,0.23
106418,0,0.22
106419,0,0.17
106420,0,0.31
106421,0,0.14
106422,0,0.06
106423,0,0.13
106424,0,0.24
106425,0,0.07
106426,0,0.09
106427,0,0.08
106428,0,0.16
106429,0,0.02
106430,0,0.07
106431,0,0.05
106432,0,0.28
106433,0,0.07
106434,0,0.3
106435,0,0.23
106436,0,0.02
106437,0,0.15
106438,0,0.34
106439,0,0.07
106440,0,0.29
106441,0,0.19
106442,0,0.28
106443,0,0.23
106444,0,0.29
106445,0,0.15
106446,0,0.09
106447,0,0.08
106448,0,0.14
106449,0,0.06
106450,0,0.13
106451,0,0.06
106452,0,0.22
106453,0,0.08
106454,0,0.35
106455,0,0.08
106456,0,0.05
106457,0,0.2
106458,0,0.04
106459,0,0.06
106460,0,0.1
106461,0,0.18
106462,0,0.31
106463,0,0.22
106464,0,0.1
106465,0,0.18
106466,0,0.19
106467,0,0.09
106468,0,0.07
106469,0,0.08
106470,0,0.14
106471,0,0.05
106472,0,0.11
106473,0,0.1
106474,0,0.3
106475,0,0.11
106476,0,0.13
106477,0,0.28
106478,0,0.08
106479,0,0.21
106480,0,0.2
106481,0,0.09
106482,0,0.1
106483,0,0.11
106484,0,0.09
106485,0,0.09
106486,0,0.1
106487,0,0.07
106488,0,0.25
106489,0,0.36
106490,0,0.24
106491,0,0.12
106492,0,0.13
106493,0,0.1
106494,0,0.27
106495,0,0.15
106496,0,0.09
106497,0,0.09
106498,0,0.1
106499,0,0.18
106500,0,0.15
106501,0,0.04
106502,0,0.14
106503,0,0.24
106504,0,0.16
106505,0,0.08
106506,0,0.11
106507,0,0.08
106508,0,0.08
106509,0,0.12
106510,0,0.19
106511,0,0.15
106512,0,0.2
106513,0,0.11
106514,0,0.11
106515,0,0.06
106516,0,0.27
106517,0,0.03
106518,0,0.04
106519,0,0.09
106520,0,0.14
106521,0,0.03
106522,0,0.09
106523,0,0.11
106524,0,0.07
106525,0,0.32
106526,0,0.04
106527,0,0.09
106528,0,0.06
106529,0,0.24
106530,0,0.08
106531,0,0.19
106532,0,0.1
106533,0,0.16
106534,0,0.09
106535,0,0.08
106536,0,0.08
106537,0,0.08
106538,0,0.09
106539,0,0.21
106540,0,0.08
106541,0,0.09
106542,0,0.15
106543,0,0.07
106544,0,0.21
106545,0,0.21
106546,0,0.32
106547,0,0.11
106548,0,0.1
106549,0,0.23
106550,0,0.15
106551,0,0.02
106552,0,0.1
106553,0,0.22
106554,0,0.07
106555,0,0.08
106556,0,0.31
106557,0,0.08
106558,0,0.07
106559,0,0.28
106560,0,0.09
106561,0,0.06
106562,0,0.05
106563,0,0.05
106564,0,0.19
106565,0,0.12
106566,0,0.06
106567,0,0.16
106568,0,0.1
106569,0,0.14
106570,0,0.09
106571,0,0.02
106572,0,0.07
106573,0,0.07
106574,0,0.24
106575,0,0.06
106576,0,0.1
106577,0,0.3
106578,0,0.1
106579,0,0.29
106580,0,0.04
106581,0,0.08
106582,0,0.16
106583,0,0.12
106584,0,0.09
106585,0,0.09
106586,0,0.13
106587,0,0.1
106588,0,0.3
106589,0,0.1
106590,0,0.11
106591,0,0.07
106592,0,0.09
106593,0,0.11
106594,0,0.29
106595,0,0.1
106596,0,0.11
106597,0,0.1
106598,0,0.05
106599,0,0.09
106600,0,0.07
106601,0,0.04
106602,0,0.07
106603,0,0.4
106604,0,0.22
106605,0,0.26
106606,0,0.01
106607,0,0.31
106608,0,0.12
106609,0,0.07
106610,0,0.23
106611,0,0.08
106612,0,0.17
106613,0,0.09
106614,0,0.07
106615,0,0.08
106616,0,0.22
106617,0,0.07
106618,0,0.19
106619,0,0.1
106620,0,0.08
106621,0,0.22
106622,0,0.12
106623,0,0.08
106624,0,0.23
106625,0,0.14
106626,0,0.09
106627,0,0.03
106628,0,0.12
106629,0,0.14
106630,0,0.13
106631,0,0.21
106632,0,0.22
106633,0,0.11
106634,0,0.15
106635,0,0.07
106636,0,0.14
106637,0,0.26
106638,0,0.21
106639,0,0.22
106640,0,0.1
106641,0,0.2
106642,0,0.11
106643,0,0.23
106644,0,0.19
106645,0,0.2
106646,0,0.08
106647,0,0.18
106648,0,0.2
106649,0,0.09
106650,0,0.27
106651,0,0.13
106652,0,0.18
106653,0,0.07
106654,0,0.25
106655,0,0.43
106656,0,0.05
106657,0,0.1
106658,0,0.14
106659,0,0.09
106660,0,0.1
106661,0,0.1
106662,0,0.23
106663,0,0.11
106664,0,0.05
106665,0,0.18
106666,0,0.05
106667,0,0.1
106668,0,0.15
106669,0,0.12
106670,0,0.24
106671,0,0.1
106672,0,0.22
106673,0,0.14
106674,0,0.1
106675,0,0.22
106676,0,0.16
106677,0,0.27
106678,0,0.09
106679,0,0.12
106680,0,0.23
106681,0,0.2
106682,0,0.08
106683,0,0.21
106684,0,0.11
106685,0,0.07
106686,0,0.11
106687,0,0.14
106688,0,0.2
106689,0,0.18
106690,0,0.1
106691,0,0.06
106692,0,0.06
106693,0,0.25
106694,0,0.08
106695,0,0.08
106696,0,0.11
106697,0,0.11
106698,0,0.09
106699,0,0.06
106700,0,0.09
106701,0,0.1
106702,0,0.21
106703,0,0.29
106704,0,0.33
106705,0,0.27
106706,0,0.1
106707,0,0.24
106708,0,0.18
106709,0,0.2
106710,0,0.09
106711,0,0.1
106712,0,0.08
106713,0,0.21
106714,0,0.21
106715,0,0.1
106716,0,0.1
106717,0,0.09
106718,0,0.06
106719,0,0.28
106720,0,0.07
106721,0,0.07
106722,0,0.09
106723,0,0.09
106724,0,0.05
106725,0,0.34
106726,0,0.1
106727,0,0.04
106728,0,0.23
106729,0,0.27
106730,0,0.31
106731,0,0.13
106732,0,0.04
106733,0,0.08
106734,0,0.13
106735,0,0.18
106736,0,0.18
106737,0,0.12
106738,0,0.16
106739,0,0.15
106740,0,0.09
106741,0,0.11
106742,0,0.08
106743,0,0.11
106744,0,0.13
106745,0,0.1
106746,0,0.09
106747,0,0.1
106748,0,0.1
106749,0,0.08
106750,0,0.22
106751,0,0.09
106752,0,0.25
106753,0,0.12
106754,0,0.18
106755,0,0.12
106756,0,0.13
106757,0,0.09
106758,0,0.07
106759,0,0.1
106760,0,0.1
106761,0,0.1
106762,0,0.07
106763,0,0.08
106764,0,0.12
106765,0,0.1
106766,0,0.15
106767,0,0.1
106768,0,0.03
106769,0,0.14
106770,0,0.11
106771,0,0.08
106772,0,0.12
106773,0,0.07
106774,0,0.04
106775,0,0.16
106776,0,0.38
106777,0,0.26
106778,0,0.1
106779,0,0.06
106780,0,0.14
106781,0,0.1
106782,0,0.07
106783,0,0.23
106784,0,0.25
106785,0,0.19
106786,0,0.12
106787,0,0.12
106788,0,0.1
106789,0,0.04
106790,0,0.03
106791,0,0.07
106792,0,0.13
106793,0,0.13
106794,0,0.07
106795,0,0.21
106796,0,0.2
106797,0,0.1
106798,0,0.04
106799,0,0.1
106800,0,0.07
106801,0,0.05
106802,0,0.12
106803,0,0.08
106804,0,0.11
106805,0,0.18
106806,0,0.2
106807,0,0.13
106808,0,0.16
106809,0,0.09
106810,0,0.1
106811,0,0.1
106812,0,0.07
106813,0,0.22
106814,0,0.17
106815,0,0.1
106816,0,0.17
106817,0,0.11
106818,0,0.15
106819,0,0.17
106820,0,0.07
106821,0,0.1
106822,0,0.11
106823,0,0.12
106824,0,0.17
106825,0,0.11
106826,0,0.24
106827,0,0.24
106828,0,0.04
106829,0,0.1
106830,0,0.18
106831,0,0.1
106832,0,0.11
106833,0,0.07
106834,0,0.06
106835,0,0.01
106836,0,0.06
106837,0,0.04
106838,0,0.01
106839,0,0.09
106840,0,0.07
106841,0,0.19
106842,0,0.1
106843,0,0.47
106844,0,0.29
106845,0,0.1
106846,0,0.09
106847,0,0.23
106848,0,0.24
106849,0,0.27
106850,0,0.09
106851,0,0.09
106852,0,0.08
106853,0,0.08
106854,0,0.08
106855,0,0.1
106856,0,0.2
106857,0,0.1
106858,0,0.26
106859,0,0.17
106860,0,0.19
106861,0,0.27
106862,0,0.08
106863,0,0.32
106864,0,0.16
106865,0,0.11
106866,0,0.09
106867,0,0.11
106868,0,0.05
106869,0,0.18
106870,0,0.08
106871,0,0.13
106872,0,0.3
106873,0,0.02
106874,0,0.05
106875,0,0.09
106876,0,0.05
106877,0,0.12
106878,0,0.11
106879,0,0.05
106880,0,0.17
106881,0,0.1
106882,0,0.17
106883,0,0.12
106884,0,0.1
106885,0,0.21
106886,0,0.21
106887,0,0.26
106888,0,0.25
106889,0,0.19
106890,0,0.31
106891,0,0.15
106892,0,0.22
106893,0,0.11
106894,0,0.14
106895,0,0.08
106896,0,0.19
106897,0,0.21
106898,0,0.24
106899,0,0.26
106900,0,0.07
106901,0,0.25
106902,0,0.11
106903,0,0.13
106904,0,0.07
106905,0,0.08
106906,0,0.15
106907,0,0.06
106908,0,0.1
106909,0,0.12
106910,0,0.11
106911,0,0.17
106912,0,0.07
106913,0,0.09
106914,0,0.1
106915,0,0.19
106916,0,0.11
106917,0,0.16
106918,0,0.07
106919,0,0.11
106920,0,0.09
106921,0,0.07
106922,0,0.07
106923,0,0.16
106924,0,0.05
106925,0,0.08
106926,0,0.12
106927,0,0.04
106928,0,0.18
106929,0,0.16
106930,0,0.06
106931,0,0.09
106932,0,0.1
106933,0,0.07
106934,0,0.38
106935,0,0.12
106936,0,0.07
106937,0,0.02
106938,0,0.08
106939,0,0.05
106940,0,0.11
106941,0,0.07
106942,0,0.12
106943,0,0.04
106944,0,0.18
106945,0,0.2
106946,0,0.04
106947,0,0.29
106948,0,0.01
106949,0,0.09
106950,0,0.09
106951,0,0.25
106952,0,0.32
106953,0,0.09
106954,0,0.07
106955,0,0.08
106956,0,0.22
106957,0,0.09
106958,0,0.24
106959,0,0.14
106960,0,0.04
106961,0,0.08
106962,0,0.08
106963,0,0.21
106964,0,0.26
106965,0,0.12
106966,0,0.13
106967,0,0.08
106968,0,0.05
106969,0,0.08
106970,0,0.21
106971,0,0.08
106972,0,0.1
106973,0,0.12
106974,0,0.03
106975,0,0.25
106976,0,0.16
106977,0,0.12
106978,0,0.1
106979,0,0.1
106980,0,0.05
106981,0,0.07
106982,0,0.02
106983,0,0.09
106984,0,0.21
106985,0,0.09
106986,0,0.09
106987,0,0.09
106988,0,0.16
106989,0,0.14
106990,0,0.13
106991,0,0.34
106992,0,0.05
106993,0,0.12
106994,0,0.06
106995,0,0.07
106996,0,0.14
106997,0,0.1
106998,0,0.09
106999,0,0.21
107000,0,0.1
107001,0,0.06
107002,0,0.2
107003,0,0.14
107004,0,0.16
107005,0,0.1
107006,0,0.05
107007,0,0.09
107008,0,0.25
107009,0,0.08
107010,0,0.25
107011,0,0.09
107012,0,0.09
107013,0,0.19
107014,0,0.1
107015,0,0.07
107016,0,0.1
107017,0,0.2
107018,0,0.26
107019,0,0.2
107020,0,0.1
107021,0,0.04
107022,0,0.03
107023,0,0.15
107024,0,0.12
107025,0,0.11
107026,0,0.11
107027,0,0.09
107028,0,0.12
107029,0,0.09
107030,0,0.07
107031,0,0.14
107032,0,0.1
107033,0,0.1
107034,0,0.06
107035,0,0.19
107036,0,0.12
107037,0,0.06
107038,0,0.06
107039,0,0.09
107040,0,0.08
107041,0,0.14
107042,0,0.05
107043,0,0.17
107044,0,0.37
107045,0,0.07
107046,0,0.21
107047,0,0.21
107048,0,0.11
107049,0,0.21
107050,0,0.08
107051,0,0.1
107052,0,0.09
107053,0,0.06
107054,0,0.29
107055,0,0.04
107056,0,0.2
107057,0,0.18
107058,0,0.06
107059,0,0.1
107060,0,0.24
107061,0,0.1
107062,0,0.07
107063,0,0.1
107064,0,0.12
107065,0,0.27
107066,0,0.09
107067,0,0.13
107068,0,0.07
107069,0,0.1
107070,0,0.11
107071,0,0.08
107072,0,0.03
107073,0,0.16
107074,0,0.1
107075,0,0.18
107076,0,0.09
107077,0,0.22
107078,0,0.03
107079,0,0.1
107080,0,0.16
107081,0,0.07
107082,0,0.11
107083,0,0.09
107084,0,0.08
107085,0,0.11
107086,0,0.1
107087,0,0.11
107088,0,0.1
107089,0,0.26
107090,0,0.17
107091,0,0.19
107092,0,0.07
107093,0,0.12
107094,0,0.1
107095,0,0.09
107096,0,0.12
107097,0,0.04
107098,0,0.1
107099,0,0.11
107100,0,0.11
107101,0,0.08
107102,0,0.14
107103,0,0.11
107104,0,0.15
107105,0,0.11
107106,0,0.09
107107,0,0.1
107108,0,0.12
107109,0,0.1
107110,0,0.09
107111,0,0.09
107112,0,0.29
107113,0,0.11
107114,0,0.19
107115,0,0.11
107116,0,0.2
107117,0,0.25
107118,0,0.09
107119,0,0.12
107120,0,0.07
107121,0,0.09
107122,0,0.11
107123,0,0.31
107124,0,0.09
107125,0,0.11
107126,0,0.05
107127,0,0.08
107128,0,0.12
107129,0,0.12
107130,0,0.14
107131,0,0.16
107132,0,0.12
107133,0,0.12
107134,0,0.19
107135,0,0.07
107136,0,0.21
107137,0,0.36
107138,0,0.08
107139,0,0.26
107140,0,0.17
107141,0,0.09
107142,0,0.07
107143,0,0.08
107144,0,0.21
107145,0,0.15
107146,0,0.15
107147,0,0.13
107148,0,0.05
107149,0,0.12
107150,0,0.16
107151,0,0.1
107152,0,0.08
107153,0,0.1
107154,0,0.13
107155,0,0.09
107156,0,0.11
107157,0,0.1
107158,0,0.27
107159,0,0.1
107160,0,0.11
107161,0,0.05
107162,0,0.09
107163,0,0.08
107164,0,0.15
107165,0,0.1
107166,0,0.19
107167,0,0.15
107168,0,0.1
107169,0,0.07
107170,0,0.24
107171,0,0.24
107172,0,0.33
107173,0,0.14
107174,0,0.13
107175,0,0.09
107176,0,0.26
107177,0,0.11
107178,0,0.1
107179,0,0.11
107180,0,0.11
107181,0,0.1
107182,0,0.3
107183,0,0.09
107184,0,0.1
107185,0,0.08
107186,0,0.11
107187,0,0.1
107188,0,0.08
107189,0,0.11
107190,0,0.09
107191,0,0.21
107192,0,0.26
107193,0,0.12
107194,0,0.09
107195,0,0.17
107196,0,0.11
107197,0,0.06
107198,0,0.14
107199,0,0.08
107200,0,0.11
107201,0,0.09
107202,0,0.1
107203,0,0.11
107204,0,0.11
107205,0,0.09
107206,0,0.15
107207,0,0.15
107208,0,0.37
107209,0,0.05
107210,0,0.18
107211,0,0.16
107212,0,0.17
107213,0,0.12
107214,0,0.11
107215,0,0.11
107216,0,0.1
107217,0,0.1
107218,0,0.1
107219,0,0.18
107220,0,0.33
107221,0,0.17
107222,0,0.16
107223,0,0.11
107224,0,0.15
107225,0,0.1
107226,0,0.28
107227,0,0.15
107228,0,0.07
107229,0,0.05
107230,0,0.06
107231,0,0.14
107232,0,0.11
107233,0,0.09
107234,0,0.11
107235,0,0.29
107236,0,0.14
107237,0,0.19
107238,0,0.27
107239,0,0.09
107240,0,0.1
107241,0,0.33
107242,0,0.08
107243,0,0.06
107244,0,0.09
107245,0,0.15
107246,0,0.15
107247,0,0.08
107248,0,0.16
107249,0,0.13
107250,0,0.33
107251,0,0.11
107252,0,0.08
107253,0,0.32
107254,0,0.09
107255,0,0.16
107256,0,0.08
107257,0,0.05
107258,0,0.13
107259,0,0.13
107260,0,0.11
107261,0,0.08
107262,0,0.1
107263,0,0.27
107264,0,0.44
107265,0,0.08
107266,0,0.09
107267,0,0.1
107268,0,0.09
107269,0,0.05
107270,0,0.09
107271,0,0.13
107272,0,0.1
107273,0,0.15
107274,0,0.18
107275,0,0.11
107276,0,0.09
107277,0,0.07
107278,0,0.07
107279,0,0.1
107280,0,0.19
107281,0,0.16
107282,0,0.19
107283,0,0.2
107284,0,0.28
107285,0,0.18
107286,0,0.14
107287,0,0.07
107288,0,0.1
107289,0,0.09
107290,0,0.14
107291,0,0.16
107292,0,0.19
107293,0,0.07
107294,0,0.12
107295,0,0.14
107296,0,0.09
107297,0,0.23
107298,0,0.09
107299,0,0.15
107300,0,0.08
107301,0,0.09
107302,0,0.09
107303,0,0.09
107304,0,0.1
107305,0,0.16
107306,0,0.19
107307,0,0.06
107308,0,0.14
107309,0,0.37
107310,0,0.1
107311,0,0.13
107312,0,0.12
107313,0,0.12
107314,0,0.17
107315,0,0.1
107316,0,0.1
107317,0,0.1
107318,0,0.09
107319,0,0.12
107320,0,0.08
107321,0,0.32
